timenow,id,subcondition,blockname,trial,carspeed,babylocation,responsename,eventname,mobility,clothes
1472.555,121,p,6.BabyScene,9,59,Grass,Baby Location: (257.5,B Pressed,crawler,naked
1478.323,121,p,6.BabyScene,9,59,Grass,NA,Car Ends,crawler,naked
1483.449,121,p,6.BabyScene,9,59,Blanket,5,Estimated Speed,crawler,naked
1486.211,121,p,6.BabyScene,10,103,Blanket,NA,Car Starts,crawler,naked
1489.26,121,p,6.BabyScene,10,103,Blanket,NA,Car Ends,crawler,naked
1498.48,121,p,6.BabyScene,10,103,Blanket,4,Estimated Speed,crawler,naked
1500.498,121,p,6.BabyScene,10,103,Grass,NA,Baby Crossed Blanket,crawler,naked
1500.612,121,p,6.BabyScene,10,103,Grass,NA,Baby Crossed Blanket,crawler,naked
1501.85,121,p,6.BabyScene,11,103,Grass,NA,Baby Crossed Blanket,crawler,naked
1503.315,121,p,6.BabyScene,11,103,Grass,Baby Location: (258.3,B Pressed,crawler,naked
1508.656,121,p,6.BabyScene,11,103,Grass,NA,Car Ends,crawler,naked
1522.441,121,p,6.BabyScene,11,103,Blanket,4,Estimated Speed,crawler,naked
1524.135,121,p,6.BabyScene,12,88,Blanket,NA,Car Starts,crawler,naked
1524.247,121,p,6.BabyScene,12,88,Blanket,NA,Car Starts,crawler,naked
